,p_pct,l_pct,s_pct,pac_pct,p,l,s,pac,riskfree,riskfree_daily,benchmark,p_return_ann,l_return_ann,s_return_ann,pac_return_ann,benchmark_return_ann,p_alpha,l_alpha,s_alpha,pac_alpha,p_sr,l_sr,s_sr,pac_sr,p_std_dev,l_std_dev,s_std_dev,pac_std_dev,total_trades
2023-06-07,1.0426184124461262,0.6964873758283915,1.3965767080177414,0.906346025740978,-0.012133707590560094,-0.0260155084028183,-0.014893303319692075,-0.015737831956227355,0.03496,9.545671855692994e-05,0.005200098380239604,,,,,,,,,,,,,,,,,,
2023-06-08,1.0402331960755204,0.6886965753001102,1.3995970758048113,0.9039608093703724,-0.0022877174833405567,-0.011185846001896316,0.002162693799581561,-0.0026316840399400743,0.03472,9.481243529307903e-05,-0.004101273492024604,,,,,,,,,,,,,,,,,,
2023-06-09,1.036438118890172,0.6748051832578652,1.4058983134763594,0.9001657321850238,-0.0036482946320750553,-0.02017055484295327,0.004502179791940897,-0.004198276237209808,0.03452,9.427541872497613e-05,0.0004094764551039187,,,,,,,,,,,,,,,,,,
2023-06-12,1.0319924111248822,0.6788328555047791,1.3929792256988658,0.8957200244197341,-0.00428940974310188,0.005968644501912257,-0.009189204975677545,-0.004938765836484782,0.03455,9.435597780993454e-05,5.8472693252209496e-05,,,,,,,,,,,,,,,,,,
2023-06-13,1.0338335289293787,0.6781395903980679,1.3973547264145705,0.8975611422242307,0.0017840419993881973,-0.0010212603899315553,0.0031411098133997672,0.0020554612538548067,0.03464,9.459764108821211e-05,0.006899374378763978,,,,,,,,,,,,,,,,,,
2023-06-14,1.045624035658542,0.6937812687034225,1.4100549203317585,0.907146115720706,0.011404647265961021,0.02306557311625612,0.009088740086617086,0.010678908706679202,0.034910000000000004,9.532250516430807e-05,-0.0009407119214911441,,,,,,,,,,,,,,,,,,
2023-06-15,1.0428892986333025,0.6928087884773074,1.4055579265073943,0.9044113786954666,-0.0026154114021653685,-0.001401710121019084,-0.0031892330997335128,-0.003014659907424888,0.03516,9.599350747535595e-05,-0.0030340370129265937,,,,,,,,,,,,,,,,,,
2023-06-16,1.040569962695442,0.6821983083460709,1.41152973476291,0.902092042757606,-0.00222395218830973,-0.01531516387740528,0.004248710169032277,-0.0025644700990007374,0.03546,9.679849696553333e-05,0.001970546739269885,,,,,,,,,,,,,,,,,,
2023-06-19,1.0450374660142117,0.6663209620041118,1.4363420877424082,0.9065595460763756,0.004293323350596401,-0.023273799051850785,0.017578342395787816,0.004952380807076828,0.03544,9.674483823562952e-05,-0.01587301587301604,,,,,,,,,,,,,,,,,,
2023-06-20,1.0433920386500004,0.6596511153016587,1.4397210797164393,0.9049141187121644,-0.0015745151898590715,-0.010009960788854855,0.002352498059387864,-0.0018150240338129509,0.03551,9.693263926835449e-05,-0.006893860561914544,,,,,,,,,,,,,,,,,,
2023-06-21,1.045451907639066,0.6705121811612821,1.4568832395948064,0.9051824913594078,0.001974204242281452,0.01646486393744162,0.011920475514429096,0.0002965725052730406,0.0355,9.690581132448806e-05,-0.008692028338393887,,,,,,,,,,,,,,,,,,
2023-06-22,1.046745215753269,0.6739463855184585,1.456035651466036,0.9064757994736108,0.0012370804479411301,0.00512176281604404,-0.0005817817830110483,0.001428781628620257,0.03583,9.779099708495664e-05,-0.008876343763137284,,,,,,,,,,,,,,,,,,
2023-06-26,1.0508904630699845,0.6816680526394567,1.456604478978469,0.9106210467903262,0.0039601301771723385,0.011457390805736045,0.0003906686706882656,0.004572926623217732,0.03587,9.78982732182665e-05,-0.0015148577245625017,,,,,,,,,,,,,,,,,,
2023-06-27,1.0529208297093446,0.6812660072854371,1.4610672576112087,0.9126514134296864,0.0019320440242922565,-0.0005897963861778432,0.0030638232252790942,0.0022296504638419368,0.03626,9.894399908394469e-05,0.0001335097280041886,,,,,,,,,,,,,,,,,,
2023-06-28,1.0600724778004609,0.691255627349592,1.4653809337292858,0.9198030615208024,0.006792199270186705,0.01466331793649811,0.0029524144734649482,0.007836122298042092,0.03639,9.929248715878636e-05,0.011759423314968043,,,,,,,,,,,,,,,,,,
2023-06-29,1.058363366711062,0.6849762981895944,1.4614411003140582,0.9145512409820346,-0.0016122587136165878,-0.00908394653375022,-0.002688606985762454,-0.005709722829237429,0.03666,0.00010001613081911387,0.006656991040049798,,,,,,,,,,,,,,,,,,
2023-06-30,1.0549924701189897,0.692096751287861,1.4475788540316472,0.9111803443899624,-0.0031850087579538,0.010395181726851055,-0.009485326695295448,-0.0036858477043368865,0.036469999999999995,9.950691969273784e-05,0.010044563067464374,,,,,,,,,,,,,,,,,,
2023-07-03,1.0475667826043222,0.6823762604751762,1.4424479698149972,0.903754656875295,-0.007038616601528824,-0.01404498835545287,-0.00354445922055302,-0.008149525569100091,0.03666,0.00010001613081911387,-0.006051740612724066,,,,,,,,,,,,,,,,,,
2023-07-04,1.0416843677821832,0.6878204618214055,1.4252389388244897,0.8978722420531559,-0.00561531247441327,0.007978298281417828,-0.011930434477102625,-0.006508862529657544,0.03632,9.910484515085471e-05,0.005412077478161859,,,,,,,,,,,,,,,,,,
2023-07-05,1.0532616708647458,0.6863587564459133,1.449855250365107,0.9094495451357184,0.011114022097894694,-0.00212512633256301,0.01727170853254978,0.012894154134990066,0.03686,0.00010055204199499457,-0.008629237888374774,,,,,,,,,,,,,,,,,,
2023-07-06,1.0505457241279994,0.6760700010425458,1.4588532753742314,0.9059667698329634,-0.0025786058791226196,-0.014990346239107444,0.006206154032865285,-0.003829542080022952,0.03697,0.0001008467492034093,-0.018718519665162248,,,,,,,,,,,,,,,,,,
2023-07-07,1.0514153778023307,0.6829376049635311,1.4537249788019089,0.9068364235072948,0.0008278113501944961,0.010158125505339566,-0.003515292907716794,0.0009599178505097505,0.03721,0.00010148963855272086,0.0065405477557063385,,,,,,,,,,,,,,,,,,
2023-07-10,1.0556342645606578,0.6806695455028283,1.4644308117792657,0.9110553102656218,0.004012578517869292,-0.0033210346658592016,0.007364414269183106,0.004652312863669517,0.03778,0.00010301590641259573,-0.0034841105270772,,,,,,,,,,,,,,,,,,
