,portfolio_pct,portfolio_pct_after_costs,portfolio_long_pct,portfolio_short_pct,total_trades
2022-01-11,,,,,7448.0
2022-01-12,,,,,
2022-01-13,,,,,
2022-01-14,,,,,
2022-01-17,,,,,
2022-01-18,1.00385370055749,1.00385370055749,0.9803998766954838,1.0273075244194962,
2022-01-19,1.0001241681576445,1.0001241681576445,0.9859451151747436,1.0143032211405454,
2022-01-20,0.9978712695271733,0.9978712695271733,0.9915672660477963,1.0041752730065503,
2022-01-21,0.9993905887506158,0.9993905887506158,0.9757339714876726,1.0230472060135591,
2022-01-24,0.9937961055211137,0.9917961055211137,0.9332355982207058,1.0543566128215216,
2022-01-25,0.9898688843987312,0.9878688843987312,0.9299691968394319,1.0497685719580305,
2022-01-26,0.9864654758521703,0.9844654758521703,0.9531960990372896,1.0197348526670507,
2022-01-27,0.9833492211415513,0.9813492211415513,0.9458680434812954,1.0208303988018073,
2022-01-28,0.9877486269049965,0.9857486269049965,0.950149527726557,1.025347726083436,
2022-01-31,0.9854134543718539,0.9814467321225728,0.9609934248634374,1.0052092501971621,
2022-02-01,0.9847597826790309,0.9807930604297498,0.9631462763821876,1.0017490552927657,
2022-02-02,0.9810145675918459,0.9770478453425648,0.9631803559012597,0.9942245455993238,
2022-02-03,0.9836847089629391,0.9797179867136581,0.9469457741664877,1.0157994100762824,
2022-02-04,0.9798532677525142,0.9758865455032332,0.933233628514323,1.0218486733075973,
2022-02-07,0.9793845259013655,0.9734791792746851,0.94434487383922,1.010323724938524,
2022-02-08,0.9817965308859719,0.9758911842592914,0.9370336293887436,1.022458979358213,
2022-02-09,0.9811074679900526,0.9752021213633721,0.9553305370397148,1.002783945915403,
2022-02-10,0.9800392942824003,0.9741339476557199,0.9552823611557478,1.0006957743840657,
2022-02-11,0.9789999318507022,0.9730945852240218,0.9440717834929493,1.0098276271834683,
2022-02-14,0.9728063582292897,0.9649937172976004,0.910635559227883,1.0328162693076397,
2022-02-15,0.9724730740466258,0.9646604331149364,0.9286980035482941,1.0140872566219006,
