,portfolio_percentage,portfolio_long_percentage,portfolio_short_percentage,portfolio_percentage_after_costs,portfolio,portfolio_long,portfolio_short,portfolio_after_costs,riskfree,riskfree_daily,benchmark
2022-01-25,1.004163307727196,0.9299973394435508,1.0099419793843132,0.9981923180350396,0.009127136367969912,0.009127136367969912,0.009127136367969912,0.009127136367969912,-0.0014299999999999998,-3.97505717109059e-06,0.0032944593983719184
2022-01-26,1.0024047725871956,0.9299973394435508,0.9853690484884816,1.0087202483429547,-0.0017512441716085458,-0.0017512441716085458,-0.0017512441716085458,-0.0017512441716085458,-0.0014000000000000002,-3.8916060821625464e-06,0.022633660312242565
2022-01-27,0.9950525016119768,0.9299973394435508,0.9832981323309372,1.0024034354465083,-0.007334632851201173,-0.007334632851201173,-0.007334632851201173,-0.007334632851201173,-0.00146,-4.058510760129863e-06,-0.008107804654206019
2022-01-28,0.998243386481808,0.9299973394435508,0.9862225980651568,1.0041320874492297,0.003206750261581126,0.003206750261581126,0.003206750261581126,0.003206750261581126,-0.00148,-4.114147875156071e-06,-0.004059979322123541
2022-01-31,0.9948407278374116,1.0273121669919605,0.9862225980651568,1.01265608349598,-0.003408646318598385,-0.003408646318598385,-0.003408646318598385,-0.003408646318598385,-0.00149,-4.14196684950241e-06,0.016512666635791984
2022-02-01,1.0008069081440238,1.0273121669919605,0.996208281924121,1.0017027671819634,0.00599712108648931,0.00599712108648931,0.00599712108648931,0.00599712108648931,-0.00132,-3.6690820672813373e-06,0.01411623564873632
2022-02-02,0.997174421390614,1.0273121669919605,0.9866018280682822,1.0028735073564727,-0.0036295580334734234,-0.0036295580334734234,-0.0036295580334734234,-0.0036295580334734234,-0.00134,-3.7247114044181018e-06,0.007993353579051954
2022-02-03,0.9969780908916992,1.0273121669919605,1.0020030598408476,0.9949765609712756,-0.00019688681809648667,-0.00019688681809648667,-0.00019688681809648667,-0.00019688681809648667,-0.0013,-3.6134538410337314e-06,-0.02074551684971837
2022-02-04,0.9950466034629664,1.0273121669919605,1.0160259125306554,0.9860336471976388,-0.0019373418998659409,-0.0019373418998659409,-0.0019373418998659409,-0.0019373418998659409,-0.00132,-3.6690820672813373e-06,-0.01583266492041413
2022-02-07,0.9931454689086614,0.9745772859024828,1.0160259125306554,0.9862886429512414,-0.001910598506329908,-0.001910598506329908,-0.001910598506329908,-0.001910598506329908,-0.00134,-3.7247114044181018e-06,0.006827944749937531
2022-02-08,1.0020463890261877,0.9745772859024828,1.0108892042787807,0.9956017868867972,0.008962352843745247,0.008962352843745247,0.008962352843745247,0.008962352843745247,-0.0013,-3.6134538410337314e-06,-0.006857053060990381
2022-02-09,0.9984729990754024,0.9745772859024828,0.986984543074902,1.0039807275379515,-0.003566092338557314,-0.003566092338557314,-0.003566092338557314,-0.003566092338557314,-0.00132,-3.6690820672813373e-06,0.023883188858399018
2022-02-10,0.9953896046589376,0.9745772859024828,0.9820376118659856,1.0033707987259448,-0.0030881099632339426,-0.0030881099632339426,-0.0030881099632339426,-0.0030881099632339426,-0.0013800000000000002,-3.8359734119142175e-06,-0.002820372274644156
2022-02-11,0.9926574679462884,0.9745772859024828,0.9825439373128904,1.000385499289843,-0.002744791285604453,-0.002744791285604453,-0.002744791285604453,-0.002744791285604453,-0.0012900000000000001,-3.585640144465607e-06,-0.010026680532167376
2022-02-14,0.994891769787972,0.9733353528924604,0.9825439373128904,0.9856676764462304,0.0022508286229954155,0.0022508286229954155,0.0022508286229954155,0.0022508286229954155,-0.00126,-3.5022007212059947e-06,-0.02508966705992799
2022-02-15,0.9980438399475344,0.9733353528924604,0.9731731840307803,1.0104572479321443,0.0031682543320608048,0.0031682543320608048,0.0031682543320608048,0.0031682543320608048,-0.00156,-4.336707449148491e-06,0.021339643997679625
2022-02-16,0.9992648581842862,0.9733353528924604,0.9794002242936952,1.0085647460374387,0.001223411425309795,0.001223411425309795,0.001223411425309795,0.001223411425309795,-0.0017000000000000001,-4.726229497320489e-06,-0.005630676968341963
2022-02-17,0.9977398663951615,0.9733353528924604,1.000760668223914,0.9963595322832046,-0.0015261136991204793,-0.0015261136991204793,-0.0015261136991204793,-0.0015261136991204793,-0.00151,-4.197605631528489e-06,-0.019710347010214235
2022-02-18,0.994888078708798,0.9733353528924604,1.0167273449603358,0.98552440622863,-0.002858247708059425,-0.002858247708059425,-0.002858247708059425,-0.002858247708059425,-0.00148,-4.114147875156071e-06,-0.019973871214657546
2022-02-21,0.9933711663792568,0.9441970391671376,1.0167273449603358,0.9710985195835689,-0.00152470650920844,-0.00152470650920844,-0.00152470650920844,-0.00152470650920844,-0.0015,-4.169786101626549e-06,-0.022921522171840625
2022-02-22,0.9968656078467726,0.9441970391671376,0.9585664490357392,1.016582383328903,0.003517760114029267,0.003517760114029267,0.003517760114029267,0.003517760114029267,-0.00169,-4.698404687419888e-06,0.008540040755935063
2022-02-23,0.9933403817408746,0.9441970391671376,0.9586027677323804,1.0130389978746843,-0.003536310289119604,-0.003536310289119604,-0.003536310289119604,-0.003536310289119604,-0.00149,-4.14196684950241e-06,-0.010896907427025981
2022-02-24,0.996996283269758,0.9441970391671376,0.9774240098982148,1.0072842783206506,0.003680411665612837,0.003680411665612837,0.003680411665612837,0.003680411665612837,-0.0015,-4.169786101626549e-06,-0.02378335373117957
2022-02-25,0.9929572361201454,0.9441970391671376,0.944226677763934,1.0198438972381785,-0.00405121585445245,-0.00405121585445245,-0.00405121585445245,-0.00405121585445245,-0.00161,-4.4758162134339585e-06,0.027115912113372387
2022-02-28,0.9965822418316224,1.0709281635186194,0.944226677763934,1.0344640817593098,0.0036507168482311503,0.0036507168482311503,0.0036507168482311503,0.0036507168482311503,-0.00149,-4.14196684950241e-06,0.007313386988814008
2022-03-01,0.9972505543444996,1.0709281635186194,1.0182011674377167,0.9871499706256412,0.0006706044768056696,0.0006706044768056696,0.0006706044768056696,0.0006706044768056696,-0.00151,-4.197605631528489e-06,-0.022710054510627353
2022-03-02,0.9913387868405442,1.0709281635186194,1.0124481290197331,0.9841147223306776,-0.005928066400365362,-0.005928066400365362,-0.005928066400365362,-0.005928066400365362,-0.00221,-6.145663487333586e-06,0.008191888468828123
2022-03-03,0.9931831483027228,1.0709281635186194,1.0343203312016296,0.975022982701908,0.0018604754365121323,0.0018604754365121323,0.0018604754365121323,0.0018604754365121323,-0.0022,-6.117824494888957e-06,-0.024585578852437617
2022-03-04,0.9967036692006888,1.0709281635186194,1.065253350620655,0.9630769938903612,0.0035446844864235327,0.0035446844864235327,0.0035446844864235327,0.0035446844864235327,-0.00228,-6.340544225214018e-06,-0.02985960354972994
2022-03-07,0.997458896888528,0.9191401888989548,1.065253350620655,0.9585700944494776,0.0007577254014172752,0.0007577254014172752,0.0007577254014172752,0.0007577254014172752,-0.00252,-7.008810283815059e-06,-0.003985793052308839
2022-03-08,0.997519070169496,0.9191401888989548,0.9820020242932264,1.0055180580228829,6.032657702070843e-05,6.032657702070843e-05,6.032657702070843e-05,6.032657702070843e-05,-0.00151,-4.197605631528489e-06,-0.0027789443403772873
2022-03-09,0.9905873246942348,0.9191401888989548,0.9269255076033344,1.0261245708925677,-0.006948985420482612,-0.006948985420482612,-0.006948985420482612,-0.006948985420482612,-0.00264,-7.3430034439603276e-06,0.04012834308681823
2022-03-10,0.9881927699715864,0.9191401888989548,0.9346527308020588,1.019866404570557,-0.0024173080585172535,-0.0024173080585172535,-0.0024173080585172535,-0.0024173080585172535,-0.00122,-3.390952044712847e-06,-0.005667960347534362
2022-03-11,0.9866482158598984,0.9191401888989548,0.9109524899529912,1.0301719708834027,-0.0015630089175135975,-0.0015630089175135975,-0.0015630089175135975,-0.0015630089175135975,-0.0015199999999999999,-4.2254254393192525e-06,0.018525875054699936
2022-03-14,0.9804099444376138,1.07472065961596,0.9109524899529912,1.03636032980798,-0.0063226906226631074,-0.0063226906226631074,-0.0063226906226631074,-0.0063226906226631074,-0.00253,-7.036658182468791e-06,0.016754455712698846
2022-03-15,0.9987194062954272,1.07472065961596,1.0131644310509345,0.99113719076996,0.018675312262684374,0.018675312262684374,0.018675312262684374,0.018675312262684374,-0.00252,-7.008810283815059e-06,-0.01247735099367664
2022-03-16,0.9929306415379326,1.07472065961596,0.964698028297035,1.0095816273894151,-0.005796187318485191,-0.005796187318485191,-0.005796187318485191,-0.005796187318485191,-0.0025900000000000003,-7.2037514211586995e-06,0.04360756819373446
2022-03-17,0.9902395302646936,1.07472065961596,0.9569405508421976,1.010769254843595,-0.002710271151538657,-0.002710271151538657,-0.002710271151538657,-0.002710271151538657,-0.00255,-7.092354814997037e-06,0.002704196785206836
2022-03-18,0.9858665772835468,1.07472065961596,0.9406488562880112,1.014542149139541,-0.004416055759739135,-0.004416055759739135,-0.004416055759739135,-0.004416055759739135,-0.0023699999999999997,-6.5911252097317075e-06,0.011123174453737894
2022-03-21,0.9877282006857224,1.0355839401240534,0.9406488562880112,1.0167919700620267,0.0018883117097905355,0.0018883117097905355,0.0018883117097905355,0.0018883117097905355,-0.00248,-6.897421473306409e-06,0.0011731216729211624
2022-03-22,0.9973582794316668,1.0355839401240534,0.9968587034263858,0.997928927718474,0.00974972541966368,0.00974972541966368,0.00974972541966368,0.00974972541966368,-0.00255,-7.092354814997037e-06,-0.0019566226210673276
2022-03-23,0.9956958424709728,1.0355839401240534,1.0073737492355748,0.9910089678531856,-0.0016668402869641774,-0.0016668402869641774,-0.0016668402869641774,-0.0016668402869641774,-0.0025,-6.953115321728376e-06,-0.014454054897434787
2022-03-24,0.9903299392488016,1.0355839401240534,1.0104910065847554,0.984084435956424,-0.005389098752139776,-0.005389098752139776,-0.005389098752139776,-0.005389098752139776,-0.00246,-6.841728738327113e-06,-0.014373830438448754
2022-03-25,0.9913890461620396,1.0355839401240534,1.0117673416312474,0.9845053753464158,0.0010694485456446134,0.0010694485456446134,0.0010694485456446134,0.0010694485456446134,-0.00249,-6.925268258295425e-06,-0.006670356993926374
2022-03-28,0.9913886255274575,0.978483189395449,1.0117673416312474,0.9882415946977244,-4.2428810731465205e-07,-4.2428810731465205e-07,-4.2428810731465205e-07,-4.2428810731465205e-07,-0.00252,-7.008810283815059e-06,0.010858985224737605
2022-03-29,1.000141179204443,0.978483189395449,0.9813323229698692,1.0084750177195083,0.008828579884430976,0.008828579884430976,0.008828579884430976,0.008828579884430976,-0.00255,-7.092354814997037e-06,0.02431210954182772
2022-03-30,0.996165326383776,0.978483189395449,0.9814259426253404,1.004452355071106,-0.003975291592162589,-0.003975291592162589,-0.003975291592162589,-0.003975291592162589,-0.00201,-5.588936495604102e-06,-0.007205889049634706
2022-03-31,0.9936675660241112,0.978483189395449,0.9841610031283662,1.0005870644599284,-0.0025073753256721343,-0.0025073753256721343,-0.0025073753256721343,-0.0025073753256721343,-0.002,-5.561103066709094e-06,-0.009044795078584578
2022-04-01,0.991173171985848,0.978483189395449,0.970227054631243,1.0050596446702265,-0.00251029028575811,-0.00251029028575811,-0.00251029028575811,-0.00251029028575811,-0.00187,-5.199293796942506e-06,0.009792214028553348
2022-04-04,0.9900952247642832,1.025565298664078,0.970227054631243,1.011782649332039,-0.0010875468102158337,-0.0010875468102158337,-0.0010875468102158337,-0.0010875468102158337,-0.0019500000000000001,-5.421940093564004e-06,0.01167243805660112
2022-04-05,1.003800733495176,1.025565298664078,1.0128942652764903,0.9963536008569308,0.013842616738360292,0.013842616738360292,0.013842616738360292,0.013842616738360292,-0.00198,-5.50543704314066e-06,-0.002404674269911311
2022-04-06,1.0037300963182434,1.025565298664078,1.0279680347769025,0.9887460789297924,-7.036972037932632e-05,-7.036972037932632e-05,-7.036972037932632e-05,-7.036972037932632e-05,-0.00201,-5.588936495604102e-06,-0.01918375084433621
2022-04-07,0.9991242019617927,1.025565298664078,1.0270485141561196,0.984599944883733,-0.004588777773372965,-0.004588777773372965,-0.004588777773372965,-0.004588777773372965,-0.0020499999999999997,-5.700272992625877e-06,-0.0003268978740353923
2022-04-08,0.9960916998729245,1.025565298664078,1.0211624926838334,0.9845104535310076,-0.0030351602762839214,-0.0030351602762839214,-0.0030351602762839214,-0.0030351602762839214,-0.00191,-5.3106147207548915e-06,0.0056271526150746265
2022-04-11,0.9965558500558376,0.960666773712656,1.0211624926838334,0.979333386856328,0.0004659713387555886,0.0004659713387555886,0.0004659713387555886,0.0004659713387555886,-0.002,-5.561103066709094e-06,-0.017762656636320706
2022-04-12,1.0017154737714251,0.960666773712656,0.9895614514726386,1.005934748035106,0.005177455649172602,0.005177455649172602,0.005177455649172602,0.005177455649172602,-0.00232,-6.451910768645597e-06,0.004589482612206153
2022-04-13,0.9974985734365974,0.960666773712656,0.9807681280055438,1.0061145094338255,-0.0042096787413608006,-0.0042096787413608006,-0.0042096787413608006,-0.0042096787413608006,-0.00214,-5.950796382880874e-06,-0.0010455064068046749
2022-04-14,0.9919120376922932,0.960666773712656,0.9676212416029868,1.0071014168908,-0.005600545096578369,-0.005600545096578369,-0.005600545096578369,-0.005600545096578369,-0.00115,-3.1962775512983654e-06,0.000910090527170615
2022-04-19,0.99019825145034,0.960666773712656,0.968905836652012,1.004745333124334,-0.0017277603021537136,-0.0017277603021537136,-0.0017277603021537136,-0.0017277603021537136,-0.00104,-2.890387976295372e-06,-0.002557341253062506
2022-04-20,0.9905642021963704,1.013884668364368,0.968905836652012,1.005942334182184,0.00036957320970265606,0.00036957320970265606,0.00036957320970265606,0.00036957320970265606,-0.00105,-2.9181947314160794e-06,0.0029171434042047917
2022-04-21,0.9951972715866636,1.013884668364368,0.9960937567170696,0.9961503932281286,0.004677202527630486,0.004677202527630486,0.004677202527630486,0.004677202527630486,-0.00109,-3.0294245280115817e-06,0.005862739726977262
2022-04-22,0.9939560466596258,1.013884668364368,1.01512480131406,0.9853936460025956,-0.0012472149617722694,-0.0012472149617722694,-0.0012472149617722694,-0.0012472149617722694,-0.00089,-2.47331995562039e-06,-0.019293063830617463
2022-04-25,0.9935700325989468,1.013884668364368,1.0333812876060184,0.9758793887959376,-0.00038836129824471044,-0.00038836129824471044,-0.00038836129824471044,-0.00038836129824471044,-0.00068,-1.8895296172161125e-06,-0.024153178617583038
2022-04-26,0.996326008374597,1.013884668364368,1.0515096663498114,0.9695711751996912,0.0027738112918331836,0.0027738112918331836,0.0027738112918331836,0.0027738112918331836,-0.00061,-1.694960023779224e-06,-0.0210448247195123
2022-04-27,0.9960055814520444,0.9408120537673316,1.0515096663498114,0.9694060268836658,-0.00032160850952311915,-0.00032160850952311915,-0.00032160850952311915,-0.00032160850952311915,8.999999999999999e-05,2.4998878189741447e-07,0.009874492357929476
2022-04-28,0.9969229654280948,0.9408120537673316,1.0023061240397502,0.9947699034082196,0.0009210630875309267,0.0009210630875309267,0.0009210630875309267,0.0009210630875309267,0.0028299999999999996,7.850039392076624e-06,-0.0012057649951127125
2022-04-29,0.998756242290876,0.9408120537673316,0.9963285373328752,0.9995919736244384,0.0018389353303682743,0.0018389353303682743,0.0018389353303682743,0.0018389353303682743,0.0031,8.597828370371374e-06,0.010662310837823652
2022-05-02,1.003303263815609,0.9408120537673316,1.0133900216669338,0.995608252982142,0.004552683960506121,0.004552683960506121,0.004552683960506121,0.004552683960506121,0.00309,8.570136061702982e-06,-0.02025996698437782
2022-05-03,1.0030756087539765,0.9408120537673316,1.0094726541739034,0.9973392816670248,-0.00022690553279647308,-0.00022690553279647308,-0.00022690553279647308,-0.00022690553279647308,0.00308,8.542443477921324e-06,0.0016538244635460053
2022-05-04,1.001818366480948,0.9834113625286206,1.0094726541739034,0.9907056812643102,-0.0012533873439414256,-0.0012533873439414256,-0.0012533873439414256,-0.0012533873439414256,0.00313,8.680903644142646e-06,-0.014100647432396807
2022-05-05,0.998727822499786,0.9834113625286206,1.022296770520087,0.9865794372397426,-0.003084934439780751,-0.003084934439780751,-0.003084934439780751,-0.003084934439780751,0.00311,8.625520403482412e-06,-0.012028563006106663
2022-05-06,0.9970211567561073,0.9834113625286206,1.0448940555718988,0.9735741289701576,-0.001708839691085151,-0.001708839691085151,-0.001708839691085151,-0.001708839691085151,0.00315,8.73628578346164e-06,-0.017940881213782567
2022-05-09,0.9972735171841144,0.9834113625286206,1.081814479803192,0.9553662772825184,0.00025311441617570374,0.00025311441617570374,0.00025311441617570374,0.00025311441617570374,0.00335,9.2900466255319e-06,-0.033022163317926734
2022-05-10,0.9965673514338732,0.9834113625286206,1.0754527877178437,0.9578409575749514,-0.0007080963628063319,-0.0007080963628063319,-0.0007080963628063319,-0.0007080963628063319,0.0034999999999999996,9.705295024531324e-06,0.013029315960912058
2022-05-11,0.9958106801263116,0.9432501328475296,1.0754527877178437,0.9706250664237648,-0.0007592776408668067,-0.0007592776408668067,-0.0007592776408668067,-0.0007592776408668067,0.004030000000000001,1.1172010465410054e-05,0.024553089203175338
2022-05-12,1.001546967781731,0.9432501328475296,1.00104880562247,1.000022564970496,0.005760419896974733,0.005760419896974733,0.005760419896974733,0.005760419896974733,0.0035499999999999998,9.843697402756035e-06,-0.00444399119139649
2022-05-13,0.9982047527125288,0.9432501328475296,0.9732160383466546,1.0105967335392014,-0.003337052756102521,-0.003337052756102521,-0.003337052756102521,-0.003337052756102521,0.00366,1.0148158430922649e-05,0.02347896778739811
2022-05-16,0.9956686929425916,0.9432501328475296,0.9630280279022332,1.013154678991475,-0.0025406208125594576,-0.0025406208125594576,-0.0025406208125594576,-0.0025406208125594576,0.0034899999999999996,9.677613723724221e-06,0.0008377698942902967
2022-05-17,0.994706143957924,0.9432501328475296,0.9490145296158043,1.019198879150022,-0.0009667362160629134,-0.0009667362160629134,-0.0009667362160629134,-0.0009667362160629134,0.00313,8.680903644142646e-06,0.012137682874437061
2022-05-18,0.9954058842568484,1.0290016712029868,0.9490145296158043,1.0135008356014934,0.0007034643378598382,0.0007034643378598382,0.0007034643378598382,0.0007034643378598382,0.0034899999999999996,9.677613723724221e-06,-0.011554225497285353
2022-05-19,0.9982473177249568,1.0290016712029868,0.9900388070174166,1.0022279142162482,0.0028545475901318174,0.0028545475901318174,0.0028545475901318174,0.0028545475901318174,0.00256,7.102049613072481e-06,-0.00207946548672322
2022-05-20,0.99914961234968,1.0290016712029868,0.9876780859155684,1.0043105693918957,0.0009038788371398265,0.0009038788371398265,0.0009038788371398265,0.0009038788371398265,0.0025900000000000003,7.18516950803938e-06,0.002798893296623861
2022-05-23,0.9955250343072268,1.0290016712029868,0.9807258757322695,1.004162096441092,-0.0036276629622358225,-0.0036276629622358225,-0.0036276629622358225,-0.0036276629622358225,0.0028799999999999997,7.988533978986467e-06,0.010266985757462432
2022-05-24,0.9877597352011336,1.0290016712029868,0.9911639344955312,0.991177767953368,-0.0078002047547673925,-0.0078002047547673925,-0.0078002047547673925,-0.0078002047547673925,0.00295,8.182414832802465e-06,-0.010442550188497046
2022-05-25,0.9792148828148703,0.9734164000488617,0.9911639344955312,0.9857082000244308,-0.008650739731280166,-0.008650739731280166,-0.008650739731280166,-0.008650739731280166,0.0027800000000000004,7.711537919119493e-06,-0.010786435881219192
2022-05-27,0.9921051302401456,0.9734164000488617,0.9700909751136396,1.0060596426833257,0.013163859793695831,0.013163859793695831,0.013163859793695831,0.013163859793695831,0.0028199999999999996,7.82233964846668e-06,0.04052024486914685
2022-05-30,0.9872463879157352,0.9734164000488617,0.9521194910667912,1.0101866423823398,-0.0048974067125672205,-0.0048974067125672205,-0.0048974067125672205,-0.0048974067125672205,0.0028599999999999997,7.933136970450505e-06,0.01052719327405538
2022-05-31,0.9801546114152474,0.9734164000488617,0.9578859480051984,1.0002116374126482,-0.007183390678653034,-0.007183390678653034,-0.007183390678653034,-0.007183390678653034,0.00256,7.102049613072481e-06,-0.015218336600921534
2022-06-01,0.9760406177183788,0.9734164000488617,0.9715853904826808,0.9892479224770386,-0.00419729055901541,-0.00419729055901541,-0.00419729055901541,-0.00419729055901541,0.0027900000000000004,7.739238764736811e-06,-0.0075886833513094665
2022-06-02,0.969403675133088,0.9835118601992392,0.9715853904826808,0.9907559300996196,-0.006799863104883341,-0.006799863104883341,-0.006799863104883341,-0.006799863104883341,0.0028399999999999996,7.877738860351258e-06,0.016043568984422274
2022-06-03,1.003247738613471,0.9835118601992392,1.014392578369363,0.9950514494287894,0.03491225002395071,0.03491225002395071,0.03491225002395071,0.03491225002395071,0.0028899999999999998,8.016232069918416e-06,-0.005239621276191153
2022-06-07,1.0021827814917992,0.9835118601992392,1.0155977049210607,0.9933839290312688,-0.0010615096159036774,-0.0010615096159036774,-0.0010615096159036774,-0.0010615096159036774,0.00293,8.127021680293112e-06,0.002597735088303521
2022-06-08,0.9995586689061928,0.9835118601992392,1.01388359973618,0.9916168690381028,-0.0026183971966673436,-0.0026183971966673436,-0.0026183971966673436,-0.0026183971966673436,0.00407,1.1282674634127687e-05,-0.0006328481109149076
2022-06-09,0.9960863908131048,0.9835118601992392,1.0282681618874274,0.9809523098693912,-0.003473811193981935,-0.003473811193981935,-0.003473811193981935,-0.003473811193981935,0.0052,1.440712235734054e-05,-0.021505376344086002
2022-06-10,0.995899543952402,0.9372157407416772,1.0282681618874274,0.9676078703708386,-0.00018758097934690188,-0.00018758097934690188,-0.00018758097934690188,-0.00018758097934690188,0.0051400000000000005,1.424131055038913e-05,-0.029316251240079416
2022-06-13,0.997094352041267,0.9372157407416772,1.0052756049498075,0.9934565495663632,0.0011997275188249112,0.0011997275188249112,0.0011997275188249112,0.0011997275188249112,0.00483,1.3384458943166422e-05,-0.020817856823693526
2022-06-14,1.0041189105332882,0.9372157407416772,1.0408463129868122,0.9826957540398822,0.007045028865764191,0.007045028865764191,0.007045028865764191,0.007045028865764191,0.00529,1.465582156301437e-05,-0.019397738475129378
2022-06-15,1.0007546417085855,0.9372157407416772,1.0344652950242823,0.9825219941964444,-0.003350468544523144,-0.003350468544523144,-0.003350468544523144,-0.003350468544523144,0.00534,1.4793978194704849e-05,0.009091626532405472
2022-06-16,0.9978537962068148,0.9372157407416772,1.0668299800749292,0.9634388061693504,-0.0028986580535046436,-0.0028986580535046436,-0.0028986580535046436,-0.0028986580535046436,0.00571,1.581612435663793e-05,-0.034844505679277216
2022-06-17,0.9979713674197856,0.9364320172983588,1.0668299800749292,0.9672160086491792,0.0001178240874744052,0.0001178240874744052,0.0001178240874744052,0.0001178240874744052,0.00609,1.6865505822805105e-05,0.0017890039350534348
2022-06-20,1.0011567555918237,0.9364320172983588,0.999201320173315,1.0005560955051662,0.0031918632898995103,0.0031918632898995103,0.0031918632898995103,0.0031918632898995103,0.00584,1.6175167768750498e-05,0.006525484678641336
2022-06-21,0.9976134205832088,0.9364320172983588,1.0027078121666262,0.9952595144998958,-0.0035392409718298934,-0.0035392409718298934,-0.0035392409718298934,-0.0035392409718298934,0.00618,1.7113985646632912e-05,0.0010138465118452178
2022-06-22,0.9998164655441982,0.9364320172983588,1.0135688827005256,0.9920320241939354,0.0022083152807843565,0.0022083152807843565,0.0022083152807843565,0.0022083152807843565,0.00625,1.7307232409002893e-05,-0.006076836671034536
2022-06-23,1.002256013801724,0.9364320172983588,1.0253404903566534,0.9885857686233972,0.002439996080878748,0.002439996080878748,0.002439996080878748,0.002439996080878748,0.00638,1.7666083689471535e-05,-0.014400050934234798
2022-06-27,0.997592121899362,1.0040337318084434,1.0253404903566534,1.0010168659042218,-0.004653393781765547,-0.004653393781765547,-0.004653393781765547,-0.004653393781765547,0.006500000000000001,1.799728999851702e-05,0.03338363619531015
2022-06-28,0.9950889211921152,1.0040337318084434,1.0039224599288352,0.9921276912276978,-0.0025092426576913684,-0.0025092426576913684,-0.0025092426576913684,-0.0025092426576913684,0.00627,1.7362443307522568e-05,-0.007740616938531231
2022-06-29,0.9935468263767802,1.0040337318084434,1.0138921414277149,0.9856007556629226,-0.0015497055413777883,-0.0015497055413777883,-0.0015497055413777883,-0.0015497055413777883,0.00604,1.672745189806868e-05,-0.007641804000829144
2022-06-30,0.9945662895158645,1.0040337318084434,1.0268222720897442,0.9801551534709924,0.001026084641427616,0.001026084641427616,0.001026084641427616,0.001026084641427616,0.00636,1.7610878809026786e-05,-0.018329070063095476
2022-07-01,0.9969414613883244,1.0040337318084434,1.01522445984954,0.9883292314635544,0.002388148379346422,0.002388148379346422,0.002388148379346422,0.002388148379346422,0.00468,1.2969758685033028e-05,0.007694562228958368
2022-07-04,0.9982594544561506,0.9735935414729447,1.01522445984954,0.9857967707364724,0.0013220365677146795,0.0013220365677146795,0.0013220365677146795,0.0013220365677146795,0.00634,1.755567283456827e-05,4.058397033812611e-05
2022-07-05,1.001339979898476,0.9735935414729447,1.0141413421258314,0.9932693088355602,0.0030858965858766574,0.0030858965858766574,0.0030858965858766574,0.0030858965858766574,0.005659999999999999,1.5678018413067818e-05,-0.008824840671076584
2022-07-06,0.9971925016026402,0.9735935414729447,0.9880695991673062,1.0021577020189871,-0.004141928195313116,-0.004141928195313116,-0.004141928195313116,-0.004141928195313116,0.005829999999999999,1.614755068768403e-05,0.029477926091229234
2022-07-07,0.9954792200581072,0.9735935414729447,0.962035337800611,1.0134615511578016,-0.0017181051219092858,-0.0017181051219092858,-0.0017181051219092858,-0.0017181051219092858,0.00612,1.6948334893518435e-05,0.02275345070330892
2022-07-08,0.9896083132248592,0.9735935414729447,0.949875211054189,1.0136707076977645,-0.005897568442368217,-0.005897568442368217,-0.005897568442368217,-0.005897568442368217,0.006670000000000001,1.8466431534358563e-05,0.006694953674518445
