,portfolio_pct,portfolio_pct_after_costs,portfolio_long_pct,portfolio_short_pct,total_trades
2022-01-11,,,,,6533.0
2022-01-12,,,,,
2022-01-13,,,,,
2022-01-14,,,,,
2022-01-17,,,,,
2022-01-18,1.0030925320024946,1.0030925320024946,0.9807196928429431,1.0254653711620458,
2022-01-19,1.0016101464852842,1.0016101464852842,0.9782072436811523,1.0250130492894163,
2022-01-20,1.0033938413422898,1.0033938413422898,0.986462847562801,1.0203248351217784,
2022-01-21,0.9937876131143265,0.9937876131143265,0.960782422936519,1.0267928032921338,
2022-01-24,0.9943870144511204,0.9923870144511204,0.9091115467110726,1.0796624821911682,
2022-01-25,0.9955704275717367,0.9935704275717367,0.9145749753711377,1.0765658797723359,
2022-01-26,0.992808001739813,0.990808001739813,0.9346636878939022,1.0509523155857239,
2022-01-27,0.9915939133431821,0.9895939133431821,0.9271854369584951,1.0560023897278692,
2022-01-28,0.9884207990945838,0.9864207990945838,0.9186002630792134,1.0582413351099542,
2022-01-31,0.9840811649917376,0.9803376494556277,0.9291140891390235,1.033528134731937,
2022-02-01,0.9782098175593327,0.9744663020232228,0.9307473478486789,1.0201521811574716,
2022-02-02,0.9736924090503183,0.9699488935142084,0.9330340323879805,1.0088306796001414,
2022-02-03,0.9817882482418342,0.9780447327057243,0.9287669562998596,1.0292894340712941,
2022-02-04,0.9814192426060196,0.9776757270699098,0.914896490950733,1.0424218881487917,
2022-02-07,0.9838793974285264,0.9783665953414451,0.91809120762906,1.0453659585975275,
2022-02-08,0.9856218985224129,0.9801090964353316,0.9146197224721802,1.0523224459421805,
2022-02-09,0.9783915357231912,0.9728787336361099,0.9056360654032906,1.0468453774126265,
2022-02-10,0.9796453423256343,0.974132540238553,0.8991327500186913,1.055856306002112,
2022-02-11,0.9788114417918705,0.9732986397047892,0.8886673687198586,1.0646538862334172,
2022-02-14,0.9837691450030644,0.9765176422827045,0.8560419411766477,1.1157828140195551,
2022-02-15,0.9856621231694063,0.9784106204490464,0.8620497138719374,1.113560997656949,
2022-02-16,0.9907768531737318,0.9835253504533719,0.8591797509002763,1.126660420637261,
2022-02-17,0.99489681626116,0.9876453135408001,0.849527885292957,1.144552212419437,
2022-02-18,0.9948882071971643,0.9876367044768044,0.8222709337062944,1.171791945878108,
2022-02-21,1.000314344122733,0.9911506020350037,0.7953194374682183,1.2324606398211309,
2022-02-22,1.0023734375272941,0.9932096954395648,0.823353302322564,1.2085449617759076,
2022-02-23,0.9964200172423007,0.9872562751545715,0.818888285239528,1.2011031382889568,
2022-02-24,1.005188849763643,0.9960251076759137,0.7842896400046712,1.253239448566498,
2022-02-25,1.0041373412961605,0.9949735992084314,0.8237606331918778,1.2116654384443268,
2022-02-28,1.0086245082592475,0.9976225923864102,0.8282507114384051,1.2019064082343496,
2022-03-01,1.0099167914298501,0.9989148755570127,0.8065475858710264,1.2261941001429337,
2022-03-02,1.0015736973974656,0.9905717815246282,0.7995602219275868,1.2164952760216041,
2022-03-03,1.0008661249610245,0.9898642090881872,0.7758308120928267,1.238809540983482,
2022-03-04,1.0005904830772376,0.9895885672044002,0.7547602595540615,1.2593288097546733,
2022-03-07,0.9977300937865539,0.9851213949986389,0.7486957518629681,1.2913874599642094,
2022-03-08,1.0045604235966872,0.9919517248087723,0.7548058551944472,1.2989380162529969,
2022-03-09,1.0017959592243504,0.9891872604364355,0.7872024815375442,1.2610124611652263,
2022-03-10,1.0106818501825565,0.9980731513946416,0.7938804432100407,1.2721062814091422,
2022-03-11,1.0156679872045156,1.0030592884166005,0.8137886027047663,1.2621703959583346,
2022-03-14,1.0169968418341515,1.0024672928820058,0.8103031862000298,1.2349987953480295,
2022-03-15,1.0094987996422775,0.9949692506901319,0.7965492116057923,1.2337566855585191,
2022-03-16,1.0033561116389504,0.9888265626868047,0.8078620382844431,1.210158482873214,
2022-03-17,1.0004949034099062,0.9859653544577606,0.8077013723967172,1.2045967323028515,
2022-03-18,0.9932039840191818,0.978674435067036,0.8085191183259246,1.189197147592195,
2022-03-21,0.9946098255527775,0.9788015847036929,0.8141458424537442,1.1747703998480874,
2022-03-22,0.9949885484600968,0.9791803076110122,0.8215855936178837,1.1680880944985863,
2022-03-23,0.9909096649519598,0.9751014241028751,0.8134594933917518,1.1680564277084442,
2022-03-24,0.9934870091646242,0.9776787683155396,0.8153889849707963,1.1712816245547286,
2022-03-25,0.9914863716353558,0.9756781307862712,0.819866696097243,1.162802638369745,
2022-03-28,0.9918721156992549,0.9743085091810295,0.8186431898495596,1.1618137393999437,
2022-03-29,0.9890335966268012,0.9714699901085758,0.8097720529688414,1.1650078381357545,
2022-03-30,0.9908531663845458,0.9732895598663204,0.8206290397207042,1.157789990899381,
2022-03-31,0.9805514000900789,0.9629877935718535,0.8133852195463531,1.1444302784847982,
2022-04-01,0.9864413670683798,0.9688777605501544,0.8325564421524015,1.1370389898353515,
2022-04-04,0.9902489152588844,0.9710287612189776,0.8380293407446556,1.1304984043669934,
2022-04-05,0.9881025528187847,0.9688823987788779,0.8291609328053381,1.1350740874261116,
2022-04-06,0.9866413947335866,0.9674212406936799,0.8120316104629463,1.1492810935981073,
2022-04-07,0.9905002048729354,0.9712800508330287,0.819420144861765,1.1496101794779863,
2022-04-08,0.997814827444189,0.9785946734042823,0.8303535126075927,1.1533060568746658,
2022-04-11,1.0033379912015177,0.9821579244924108,0.8252305797615465,1.1776496621097075,
2022-04-12,0.9963619597095861,0.9751818930004792,0.8129392718390165,1.175988907048374,
2022-04-13,0.9933872789298251,0.9722072122207183,0.8064015653721671,1.1765772519557016,
2022-04-14,0.9918373780947376,0.9706573113856307,0.8123047796918383,1.1675742359658554,
2022-04-19,0.9943707522498203,0.9731906855407134,0.8020924461885462,1.182853317779313,
2022-04-20,0.9957839015819561,0.9731440653710719,0.8012088842581438,1.1941969999424942,
2022-04-21,0.9890499201292425,0.9664100839183584,0.7944844370975178,1.1874534841976931,
2022-04-22,0.9954957519987175,0.9728559157878334,0.7787216290390857,1.2161079559950752,
2022-04-25,0.9992417099418375,0.9766018737309533,0.7699046438862515,1.2324168570341494,
2022-04-26,0.9985291175168125,0.9758892813059283,0.7648122979687556,1.2360840181015953,
2022-04-27,1.0009938169107946,0.9764733498749386,0.7697818642617822,1.2535347982604208,
2022-04-28,1.0016946231798567,0.9771741561440008,0.7558901551951904,1.268828119865137,
2022-04-29,0.9979024384929783,0.9733819714571224,0.7590761371027241,1.2580577685838463,
2022-05-02,0.9991921088513974,0.9746716418155414,0.7532413011739011,1.2664719452295075,
2022-05-03,1.0017924248738133,0.9772719578379572,0.7471244383986723,1.277789440049568,
2022-05-04,1.0124197184088803,0.9857455879067853,0.749807792785637,1.3146782374846138,
2022-05-05,1.0151308193233126,0.9884566888212177,0.7358360267772213,1.3340722053218943,
2022-05-06,1.0136038187618615,0.9869296882597665,0.7145854358680209,1.3522687951081922,
2022-05-09,1.0066849268888562,0.9800107963867614,0.6738962596243601,1.3791201876058428,
2022-05-10,1.009447766183768,0.9827736356816731,0.6724654151537891,1.3860767106662373,
2022-05-11,1.0020933119370048,0.9740661021982833,0.687517071438797,1.3970771789822984,
2022-05-12,1.0048479292908958,0.9768207195521743,0.683713021083019,1.4063904640458584,
2022-05-13,1.0067702815682282,0.9787430718295067,0.7146412338044476,1.379306955879095,
